"State","Zip Code","Program","Participants"
"NV","89102","Alien Physician","2"
"NV","89502","Alien Physician","8"
"NV","89557","Alien Physician","2"
"NV","89002","Au Pair","4"
"NV","89011","Au Pair","1"
"NV","89012","Au Pair","1"
"NV","89044","Au Pair","1"
"NV","89052","Au Pair","6"
"NV","89074","Au Pair","4"
"NV","89085","Au Pair","1"
"NV","89102","Au Pair","1"
"NV","89113","Au Pair","1"
"NV","89117","Au Pair","1"
"NV","89122","Au Pair","1"
"NV","89128","Au Pair","1"
"NV","89135","Au Pair","6"
"NV","89138","Au Pair","2"
"NV","89139","Au Pair","3"
"NV","89141","Au Pair","2"
"NV","89144","Au Pair","1"
"NV","89145","Au Pair","1"
"NV","89146","Au Pair","1"
"NV","89147","Au Pair","2"
"NV","89148","Au Pair","4"
"NV","89149","Au Pair","1"
"NV","89178","Au Pair","1"
"NV","89179","Au Pair","1"
"NV","89183","Au Pair","1"
"NV","89413","Au Pair","1"
"NV","89436","Au Pair","3"
"NV","89439","Au Pair","1"
"NV","89448","Au Pair","1"
"NV","89449","Au Pair","1"
"NV","89451","Au Pair","6"
"NV","89506","Au Pair","1"
"NV","89511","Au Pair","5"
"NV","89512","Au Pair","1"
"NV","89519","Au Pair","2"
"NV","89521","Au Pair","5"
"NV","89523","Au Pair","2"
"NV","89704","Au Pair","1"
"NV","89134","Camp Counselor","2"
"NV","89413","Camp Counselor","1"
"NV","89511","Camp Counselor","1"
"NV","89501","Government Visitor","5"
"NV","89503","Government Visitor","3"
"NV","89706","Intern","1"
"NV","89012","Intern","1"
"NV","89029","Intern","5"
"NV","89030","Intern","1"
"NV","89049","Intern","1"
"NV","89052","Intern","1"
"NV","89101","Intern","2"
"NV","89102","Intern","1"
"NV","89104","Intern","1"
"NV","89109","Intern","10"
"NV","89117","Intern","1"
"NV","89118","Intern","1"
"NV","89119","Intern","4"
"NV","89120","Intern","1"
"NV","89129","Intern","5"
"NV","89154","Intern","1"
"NV","89431","Intern","2"
"NV","89448","Intern","8"
"NV","89449","Intern","11"
"NV","89451","Intern","12"
"NV","89501","Intern","2"
"NV","89595","Intern","14"
"NV","89503","International Visitor","25"
"NV","89154","Professor","1"
"NV","89557","Professor","1"
"NV","89119","Research Scholar","3"
"NV","89154","Research Scholar","28"
"NV","89503","Research Scholar","1"
"NV","89512","Research Scholar","4"
"NV","89557","Research Scholar","42"
"NV","89119","Short-Term Scholar","1"
"NV","89154","Short-Term Scholar","18"
"NV","89503","Short-Term Scholar","1"
"NV","89512","Short-Term Scholar","2"
"NV","89557","Short-Term Scholar","28"
"NV","89117","Specialist","1"
"NV","89503","Specialist","10"
"NV","89557","Student Doctorate","3"
"NV","89154","Student Intern","94"
"NV","89557","Student Intern","5"
"NV","89557","Student Masters","1"
"NV","89154","Student Non-Degree","12"
"NV","89501","Student Non-Degree","2"
"NV","89503","Student Non-Degree","23"
"NV","89557","Student Non-Degree","55"
"NV","89001","Student Secondary","1"
"NV","89002","Student Secondary","5"
"NV","89005","Student Secondary","6"
"NV","89014","Student Secondary","5"
"NV","89015","Student Secondary","11"
"NV","89021","Student Secondary","1"
"NV","89027","Student Secondary","1"
"NV","89029","Student Secondary","2"
"NV","89031","Student Secondary","2"
"NV","89032","Student Secondary","5"
"NV","89040","Student Secondary","24"
"NV","89042","Student Secondary","7"
"NV","89048","Student Secondary","1"
"NV","89052","Student Secondary","8"
"NV","89084","Student Secondary","7"
"NV","89101","Student Secondary","1"
"NV","89102","Student Secondary","1"
"NV","89113","Student Secondary","3"
"NV","89120","Student Secondary","4"
"NV","89121","Student Secondary","6"
"NV","89123","Student Secondary","3"
"NV","89128","Student Secondary","5"
"NV","89130","Student Secondary","2"
"NV","89131","Student Secondary","36"
"NV","89141","Student Secondary","9"
"NV","89142","Student Secondary","1"
"NV","89144","Student Secondary","5"
"NV","89146","Student Secondary","2"
"NV","89147","Student Secondary","3"
"NV","89149","Student Secondary","17"
"NV","89301","Student Secondary","2"
"NV","89316","Student Secondary","1"
"NV","89403","Student Secondary","6"
"NV","89406","Student Secondary","4"
"NV","89408","Student Secondary","4"
"NV","89415","Student Secondary","1"
"NV","89423","Student Secondary","6"
"NV","89429","Student Secondary","1"
"NV","89434","Student Secondary","2"
"NV","89441","Student Secondary","1"
"NV","89447","Student Secondary","2"
"NV","89451","Student Secondary","3"
"NV","89502","Student Secondary","1"
"NV","89506","Student Secondary","1"
"NV","89509","Student Secondary","2"
"NV","89511","Student Secondary","3"
"NV","89512","Student Secondary","4"
"NV","89523","Student Secondary","1"
"NV","89701","Student Secondary","3"
"NV","89815","Student Secondary","2"
"NV","89835","Student Secondary","1"
"NV","89109","Summer Work Travel","2"
"NV","89122","Summer Work Travel","2"
"NV","89410","Summer Work Travel","1"
"NV","89431","Summer Work Travel","1"
"NV","89448","Summer Work Travel","6"
"NV","89449","Summer Work Travel","1"
"NV","89451","Summer Work Travel","6"
"NV","89501","Summer Work Travel","11"
"NV","89503","Summer Work Travel","3"
"NV","89512","Summer Work Travel","1"
"NV","89019","Summer Work Travel","104"
"NV","89029","Summer Work Travel","60"
"NV","89046","Summer Work Travel","8"
"NV","89049","Summer Work Travel","2"
"NV","89101","Summer Work Travel","1"
"NV","89109","Summer Work Travel","1"
"NV","89301","Summer Work Travel","1"
"NV","89406","Summer Work Travel","1"
"NV","89431","Summer Work Travel","74"
"NV","89436","Summer Work Travel","1"
"NV","89448","Summer Work Travel","25"
"NV","89449","Summer Work Travel","561"
"NV","89451","Summer Work Travel","184"
"NV","89501","Summer Work Travel","242"
"NV","89502","Summer Work Travel","91"
"NV","89503","Summer Work Travel","34"
"NV","89595","Summer Work Travel","186"
"NV","89883","Summer Work Travel","28"
"NV","89012","Teacher","2"
"NV","89014","Teacher","1"
"NV","89015","Teacher","2"
"NV","89030","Teacher","6"
"NV","89031","Teacher","4"
"NV","89032","Teacher","7"
"NV","89044","Teacher","1"
"NV","89052","Teacher","2"
"NV","89084","Teacher","2"
"NV","89101","Teacher","14"
"NV","89102","Teacher","1"
"NV","89103","Teacher","1"
"NV","89104","Teacher","3"
"NV","89106","Teacher","3"
"NV","89107","Teacher","7"
"NV","89108","Teacher","2"
"NV","89110","Teacher","6"
"NV","89115","Teacher","5"
"NV","89119","Teacher","3"
"NV","89120","Teacher","1"
"NV","89121","Teacher","6"
"NV","89122","Teacher","4"
"NV","89123","Teacher","3"
"NV","89129","Teacher","2"
"NV","89138","Teacher","1"
"NV","89139","Teacher","2"
"NV","89141","Teacher","1"
"NV","89142","Teacher","5"
"NV","89145","Teacher","3"
"NV","89146","Teacher","2"
"NV","89147","Teacher","2"
"NV","89148","Teacher","2"
"NV","89149","Teacher","1"
"NV","89156","Teacher","2"
"NV","89169","Teacher","2"
"NV","89178","Teacher","2"
"NV","89029","Trainee","1"
"NV","89103","Trainee","1"
"NV","89104","Trainee","2"
"NV","89109","Trainee","1"
"NV","89119","Trainee","4"
"NV","89129","Trainee","4"
"NV","89434","Trainee","1"
"NV","89448","Trainee","1"
"NV","89449","Trainee","3"
"NV","89451","Trainee","7"
"NV","89501","Trainee","3"
"NV","89595","Trainee","9"